# WaniKani - Kanji
# Generated on March 23, 2017 23:00 PM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
k_属;kanji;属;belong;;ぞく;None;onyomi;;25
k_慣;kanji;慣;accustomed;;かん;な.れる;onyomi;;25
k_品;kanji;品;product, article, goods, products;;ひん;しな;onyomi;;16
k_捜;kanji;捜;search;;そう;さが.す;onyomi;;25
k_触;kanji;触;touch;;しょく;さわ.る, ふ.れる;onyomi;;24
k_選;kanji;選;choose;;せん;えら.ぶ;onyomi;;13
k_古;kanji;古;old;;こ;ふる.い;onyomi;;3
k_個;kanji;個;individual;;こ;None;onyomi;;20
k_今;kanji;今;now;;こん;いま;onyomi;;3
k_図;kanji;図;diagram;;ず, と;え, はか.る;onyomi;;5
k_台;kanji;台;machine;;だい, たい;;onyomi;;3
k_心;kanji;心;heart;;しん;こころ;onyomi;;3
k_生;kanji;生;life;;せい, しょう;い.きる, なま, う.* なま, は, き;onyomi;;3
k_事;kanji;事;action, matter, thing;;じ;こと, つか;onyomi;;9
k_刀;kanji;刀;sword, katana;;とう;かたな;onyomi;;2
k_五;kanji;五;five;;ご;いつ.つ;onyomi;;2
k_解;kanji;解;untie, solve;;かい;と.く, と.ける;onyomi;;21
k_語;kanji;語;language;;ご;かた.る;onyomi;;10
k_元;kanji;元;origin;;げん, がん;もと;onyomi;;3
k_義;kanji;義;righteousness;;ぎ;None;onyomi;;21
k_審;kanji;審;judge;;しん;None;onyomi;;21
k_済;kanji;済;come to an end;;さい;す.ます, す.む;onyomi;;21
k_援;kanji;援;aid, assist;;えん;None;onyomi;;22
k_委;kanji;委;committee;;い;None;onyomi;;21
k_過;kanji;過;surpass;;か;す.ぎ, あやま;onyomi;;22
k_策;kanji;策;plan;;さく;さく;onyomi;;22
k_藤;kanji;藤;wisteria;;とう, どう;ふじ;kunyomi;;22
k_岸;kanji;岸;coast, shore;;がん;きし;onyomi;;11
k_観;kanji;観;view;;かん;み.る;onyomi;;22
k_領;kanji;領;territory;;りょう;None;onyomi;;22
k_韓;kanji;韓;korea;;かん;None;onyomi;;29
k_優;kanji;優;superior, gentle;;ゆう;やさ.しい;onyomi;;23
k_豊;kanji;豊;plentiful;;ほう;ゆた.か;onyomi;;25
k_眠;kanji;眠;sleep;;みん;ねむ.*;onyomi;;27
k_迷;kanji;迷;astray;;めい;まよ.う;onyomi;;27
k_極;kanji;極;extreme;;きょく, ごく;きわ.める;onyomi;;27
k_症;kanji;症;symptom;;しょう;None;onyomi;;27
k_閣;kanji;閣;the cabinet, cabinet;;かく;None;onyomi;;29
k_端;kanji;端;edge;;たん;はし;onyomi;;27
k_再;kanji;再;again;;さ, さい;ふたた.び;onyomi;;26
k_悪;kanji;悪;bad, evil;;あく, お;わる.い;onyomi;;12
k_就;kanji;就;settle in;;しゅう;つ.く;onyomi;;27
k_都;kanji;都;metropolis;;と, つ;みやこ;onyomi;;12
k_障;kanji;障;hinder;;しょう;さわ.る;onyomi;;26
k_筆;kanji;筆;writing brush;;ひつ;ふで;onyomi;;26
k_励;kanji;励;encourage;;れい;はげ.*;onyomi;;26
k_締;kanji;締;tighten;;てい;し;onyomi;;27
k_怖;kanji;怖;scary;;ふ;こわ.*;onyomi;;29
k_系;kanji;系;lineage;;けい;None;onyomi;;30
k_菓;kanji;菓;cake;;か;None;onyomi;;26
k_烈;kanji;烈;violent, intense;;れつ;はげ.しい;onyomi;;29
k_猛;kanji;猛;fierce;;もう;None;onyomi;;29
k_肥;kanji;肥;obese;;ひ;こ.える, こえ;onyomi;;25
k_適;kanji;適;suitable;;てき;None;onyomi;;30
k_貧;kanji;貧;poor;;びん, ひん;まず.しい;onyomi;;30
k_略;kanji;略;abbreviation, abbreviate;;りゃく;りゃく.す;onyomi;;29
k_流;kanji;流;stream;;りゅう, る;なが.*;onyomi;;12
k_越;kanji;越;go beyond;;えつ;こ.*;onyomi;;30
k_占;kanji;占;fortune, occupy;;せん;うらな.い, し.める;onyomi;;26
k_娘;kanji;娘;daughter;;None;むすめ;kunyomi;;29
k_婚;kanji;婚;marriage;;こん;None;onyomi;;30
k_江;kanji;江;inlet, bay;;こう;え;kunyomi;;29
k_促;kanji;促;urge;;そく;うなが.す;onyomi;;29
k_催;kanji;催;sponsor;;さい;もよお.す;onyomi;;29
k_宴;kanji;宴;banquet;;えん;うたげ;onyomi;;29
k_督;kanji;督;coach;;とく;None;onyomi;;29
k_詰;kanji;詰;stuffed;;きつ, きち;つ, づ;kunyomi;;29
k_臣;kanji;臣;servant, retainer;;しん, じん;None;onyomi;;29
k_旗;kanji;旗;flag;;き;はた;onyomi;;30
k_渇;kanji;渇;thirst;;かつ;かわ;kunyomi;;30
k_魅;kanji;魅;alluring;;み;None;onyomi;;30
k_押;kanji;押;push;;おう;お;kunyomi;;30
k_白;kanji;白;white;;はく;しろ, しら;onyomi;;2
k_昇;kanji;昇;ascend;;しょう;のぼ.る;onyomi;;27
k_飾;kanji;飾;decorate;;しょく;かざ.る;onyomi;;30
k_激;kanji;激;fierce, violent;;げき;はげ.しい;onyomi;;26
k_枕;kanji;枕;pillow;;しん;まくら;kunyomi;;30
k_貯;kanji;貯;savings;;ちょ;たくわ.える;onyomi;;26
k_創;kanji;創;create;;そう;None;onyomi;;26
k_造;kanji;造;create;;ぞう;つく.る;onyomi;;26
k_故;kanji;故;circumstance, reason;;こ;ゆえ;onyomi;;26
k_厚;kanji;厚;thick;;こう;あつ;kunyomi;;20
k_睡;kanji;睡;drowsy;;すい;None;onyomi;;27
k_独;kanji;独;alone;;どく;ひと.り;onyomi;;26
k_復;kanji;復;restore;;ふく;None;onyomi;;26
k_惑;kanji;惑;misguided;;わく;まど.う;onyomi;;27
k_受;kanji;受;accept, receive;;じゅ;う;kunyomi;;9
k_消;kanji;消;extinguish;;しょう;き.*, け.*;onyomi;;12
k_専;kanji;専;specialty;;せん;もっぱ.ら;onyomi;;16
k_付;kanji;付;attach;;ふ;つ;kunyomi;;7
k_令;kanji;令;orders;;れい;;onyomi;;11
k_早;kanji;早;early, fast, quick;;そう;はや.い, さ;onyomi;;4
k_単;kanji;単;simple;;たん;None;onyomi;;15
k_段;kanji;段;steps, stairs;;だん;None;onyomi;;27
k_添;kanji;添;append;;てん;そ.える;onyomi;;29
k_幼;kanji;幼;infancy, child;;よう;おさな.い;onyomi;;28
k_米;kanji;米;rice, america;;べい, まい; こめ;onyomi;;5
k_索;kanji;索;search;;さく;None;onyomi;;29
k_緊;kanji;緊;tense;;きん;None;onyomi;;29
k_融;kanji;融;dissolve;;ゆう;None;onyomi;;31
k_既;kanji;既;previously;;き;すで;onyomi;;31
k_編;kanji;編;knit;;へん;あ.む;onyomi;;31
k_健;kanji;健;healthy;;けん;None;onyomi;;27
k_与;kanji;与;give;;よ;あた.える;onyomi;;25
k_華;kanji;華;showy;;か;はな;onyomi;;31
k_鑑;kanji;鑑;model;;かん;None;onyomi;;31
k_除;kanji;除;exclude;;じょ;のぞ.く;onyomi;;31
k_幾;kanji;幾;how many, how much;;き;いく;kunyomi;;31
k_倉;kanji;倉;warehouse;;そう;くら;onyomi;;31
k_隊;kanji;隊;squad;;たい;None;onyomi;;28
k_嘆;kanji;嘆;sigh;;たん;なげ.く;onyomi;;31
k_討;kanji;討;chastise;;とう;None;onyomi;;26
k_来;kanji;来;come, next;;らい;く.る;onyomi;;5
k_壊;kanji;壊;break;;かい;こわ.*;onyomi;;29
k_驚;kanji;驚;surprised;;きょう;おどろ.*;onyomi;;31
k_帯;kanji;帯;belt;;たい;おび;onyomi;;31
k_散;kanji;散;scatter;;さん;ち.*;onyomi;;31
k_貨;kanji;貨;freight;;か;None;onyomi;;31
k_脈;kanji;脈;vein;;みゃく;None;onyomi;;31
k_近;kanji;近;near, close;;きん, こん;ちか.い;onyomi;;5
k_陸;kanji;陸;land;;りく;None;onyomi;;31
k_弱;kanji;弱;weak;;じゃく;よわ.い;onyomi;;7
k_靴;kanji;靴;shoes;;か;くつ;kunyomi;;27
k_徳;kanji;徳;virtue;;とく;None;onyomi;;31
k_祈;kanji;祈;pray, prayer;;き;いの.る;onyomi;;18
k_偵;kanji;偵;spy;;てい;None;onyomi;;31
k_辺;kanji;辺;area;;へん;あた.り, べ;onyomi;;7
k_翌;kanji;翌;the following, following, next;;よく;None;onyomi;;30
k_乏;kanji;乏;scarce;;ぼう;とぼ.しい;onyomi;;30
k_食;kanji;食;eat, meal;;しょく;た.べる, く;onyomi;;6
k_妹;kanji;妹;younger sister, little sister;;まい;いもうと;onyomi;;6
k_背;kanji;背;back, height;;はい;せ, そむ.く;onyomi;;30
k_朝;kanji;朝;morning;;ちょう;あさ;kunyomi;;8
k_政;kanji;政;politics, government;;せい;None;onyomi;;16
k_地;kanji;地;earth, ground;;ち, じ;;onyomi;;6
k_汗;kanji;汗;sweat;;かん;あせ;kunyomi;;26
k_干;kanji;干;dry, dry out;;かん;ほ.す, ひ;onyomi;;17
k_頭;kanji;頭;head;;ず, とう;あたま;kunyomi;;10
k_園;kanji;園;garden, park;;えん;None;onyomi;;16
k_攻;kanji;攻;aggression, attack, offence, offense;;こう;せ.める;onyomi;;28
k_掃;kanji;掃;sweep;;そう;は.く;onyomi;;31
k_巣;kanji;巣;nest;;そう;す;kunyomi;;31
k_細;kanji;細;thin;;さい;ほそ, こま;kunyomi;;17
k_離;kanji;離;detach;;り;はな.*;onyomi;;31
k_球;kanji;球;sphere, ball;;きゅう;たま;onyomi;;12
k_似;kanji;似;resemble;;ね, じ;に.る;onyomi;;31
k_並;kanji;並;line up;;へい;なら.*, なみ;onyomi;;28
k_恐;kanji;恐;fear;;きょう;おそ.*, こわ.い;onyomi;;29
k_器;kanji;器;container, vessel;;き;うつわ;onyomi;;13
k_燃;kanji;燃;burn;;ねん;も.*;onyomi;;24
k_念;kanji;念;thought;;ねん;None;onyomi;;14
k_授;kanji;授;instruct;;じゅ;さず.ける;onyomi;;26
k_豚;kanji;豚;pork, pig;;とん;ぶた;kunyomi;;26
k_郵;kanji;郵;mail;;ゆう;None;onyomi;;26
k_松;kanji;松;pine, pine tree;;しょう;まつ;kunyomi;;14
k_算;kanji;算;calculate, calculation;;さん;そろ;onyomi;;10
k_年;kanji;年;year;;ねん;とし;onyomi;;4
k_指;kanji;指;finger;;し;ゆび, さ;kunyomi;;11
k_毛;kanji;毛;fur, hair;;もう;け;onyomi;;3
k_曜;kanji;曜;weekday, day of the week;;よう;None;onyomi;;16
k_寝;kanji;寝;lie down, lay down, sleep;;しん;ね;kunyomi;;22
k_功;kanji;功;achievement, accomplishment;;こう;;onyomi;;11
k_者;kanji;者;someone, somebody;;しゃ;もの;onyomi;;8
k_兄;kanji;兄;older brother, big brother, elder brother;;きょう;あに;kunyomi;;3
k_実;kanji;実;truth, reality;;じつ;み;onyomi;;9
k_歌;kanji;歌;song, sing;;か;うた;onyomi;;10
k_夜;kanji;夜;night, evening;;や;よ, よる;onyomi;;6
k_組;kanji;組;group, association, team;;そ;くみ;onyomi;;7
k_州;kanji;州;state, province, county;;しゅう;;onyomi;;6
k_着;kanji;着;wear, arrive;;ちゃく;き, つ;kunyomi;;12
k_下;kanji;下;below, down, under, beneath;;か, げ;した, さが, くだ, お;onyomi;;1
k_担;kanji;担;carry, bear;;たん;にな.う, かつ.ぐ;onyomi;;24
k_働;kanji;働;work, labor, labour;;どう;はたら.*;onyomi;;11
k_道;kanji;道;road, street, path, way;;どう;みち;onyomi;;8
k_栄;kanji;栄;prosperity, flourish;;えい;さか.える;onyomi;;17
k_田;kanji;田;rice paddy, rice field, field;;でん;た;kunyomi;;2
k_康;kanji;康;health;;こう;None;onyomi;;27
k_配;kanji;配;distribute;;はい;くば.る;onyomi;;10
k_満;kanji;満;full;;まん;み;onyomi;;25
k_起;kanji;起;wake up;;き;お;kunyomi;;10
k_宇;kanji;宇;outer space;;う;None;onyomi;;19
k_候;kanji;候;climate, candidate;;こう;None;onyomi;;25
k_購;kanji;購;subscription;;こう;None;onyomi;;30
k_存;kanji;存;suppose;;そん, ぞん;None;onyomi;;16
k_強;kanji;強;strong, strength;;きょう;つよ.い;onyomi;;7
k_別;kanji;別;separate;;べつ;わか.*;onyomi;;11
k_確;kanji;確;certain;;かく;たし.か;onyomi;;20
k_富;kanji;富;rich;;ふ;と, とみ;onyomi;;31
k_輩;kanji;輩;comrade;;はい;;onyomi;;25
k_内;kanji;内;inside, within;;ない;うち;onyomi;;3
k_絶;kanji;絶;extinction, die out;;ぜつ;た.*;onyomi;;28
k_調;kanji;調;investigate, tone;;ちょう;しら.べる;onyomi;;10
k_騒;kanji;騒;boisterous;;そう;さわ.ぐ;onyomi;;30
k_絡;kanji;絡;entangle, coil around, entwine;;らく;から.む;onyomi;;19
k_均;kanji;均;equal;;きん;ひと.しい;onyomi;;31
k_当;kanji;当;right, success, correct;;とう;あ.たる;onyomi;;5
k_十;kanji;十;ten;;じゅう;とお.*;onyomi;;1
k_歴;kanji;歴;continuation;;れき;へ.る;onyomi;;19
k_薬;kanji;薬;medicine, drug, drugs;;やく;くすり;onyomi;;17
k_泥;kanji;泥;mud;;でい;どろ;onyomi;;31
k_暇;kanji;暇;spare time, free time;;か;ひま;onyomi;;27
k_点;kanji;点;point, decimal, decimal point;;てん;つ.ける;onyomi;;6
k_線;kanji;線;line;;せん;;onyomi;;10
k_救;kanji;救;rescue;;きゅう;すく.う;onyomi;;31
k_乱;kanji;乱;riot;;らん;みだ.す;onyomi;;19
k_預;kanji;預;deposit;;よ;あず.ける;onyomi;;30
k_書;kanji;書;write, writing;;しょ;か.く;onyomi;;16
k_導;kanji;導;lead;;どう;みちび.く;onyomi;;23
k_湯;kanji;湯;hot water;;とう;ゆ;kunyomi;;12
k_防;kanji;防;prevent, prevention;;ぼう;ふせ.ぐ;onyomi;;20
k_完;kanji;完;perfect;;かん;None;onyomi;;14
k_価;kanji;価;value;;か;あたい;onyomi;;22
k_犯;kanji;犯;crime;;はん;おか.す;onyomi;;20
k_処;kanji;処;deal with;;しょ;None;onyomi;;28
k_晴;kanji;晴;clear up;;せい;は;kunyomi;;15
k_相;kanji;相;mutual;;そう, しょう;あい;onyomi;;9
k_福;kanji;福;luck, fortune;;ふく;;onyomi;;13
k_利;kanji;利;profit, benefit, advantage;;り;き.く;onyomi;;11
k_賀;kanji;賀;congratulations;;が;None;onyomi;;22
k_俳;kanji;俳;haiku;;はい;None;onyomi;;23
k_思;kanji;思;think, thought;;し;おも.う;onyomi;;6
k_演;kanji;演;perform, performance;;えん;None;onyomi;;23
k_余;kanji;余;surplus, excess;;よ;あま.る;onyomi;;20
k_臭;kanji;臭;stinking, stinky, smelly;;しゅう;くさ;kunyomi;;20
k_良;kanji;良;good;;りょう;よ, い;kunyomi;;11
k_木;kanji;木;tree, wood;;もく;き, こ;onyomi;;2
k_多;kanji;多;many, much, lots of;;た;おお.い;onyomi;;5
k_容;kanji;容;form, appearance, shape, figure;;よう;None;onyomi;;19
k_兵;kanji;兵;soldier;;へい, ひょう;None;onyomi;;17
k_副;kanji;副;vice, side;;ふく;None;onyomi;;22
k_腕;kanji;腕;arm;;わん;うで;kunyomi;;24
k_尾;kanji;尾;tail;;び;お, ぽ;onyomi;;20
k_屋;kanji;屋;roof, shop, store;;おく;や;kunyomi;;9
k_形;kanji;形;shape, appearance, form;;けい;かた, かたち;onyomi;;5
k_察;kanji;察;guess;;さつ;さっ.する;onyomi;;17
k_断;kanji;断;cut off;;だん;ことわ.る, た.つ;onyomi;;21
k_渡;kanji;渡;transit;;と;わた;kunyomi;;25
k_積;kanji;積;accumulate;;せき;つ.む, つ.もる;onyomi;;29
k_庫;kanji;庫;storage, warehouse;;こ;くら;onyomi;;28
k_怒;kanji;怒;angry, anger;;ど;おこ.る, いか.り;onyomi;;27
k_訴;kanji;訴;sue;;そ;うった.える;onyomi;;25
k_火;kanji;火;fire;;か;ひ, ほ;onyomi;;2
k_鉛;kanji;鉛;lead;;えん;なまり;onyomi;;26
k_贅;kanji;贅;luxury;;ぜい;いぼ;onyomi;;23
k_以;kanji;以;by means of, by the means of, by way of, by the way of;;い;;onyomi;;7
k_子;kanji;子;child, kid;;し, す;こ;onyomi;;2
k_標;kanji;標;signpost;;ひょう;しるし;onyomi;;13
k_草;kanji;草;grass, weed;;そう;くさ;kunyomi;;5
k_争;kanji;争;conflict;;そう;あらそ.う;onyomi;;11
k_票;kanji;票;ballot;;ひょう;None;onyomi;;25
k_画;kanji;画;drawing, painting;;が, かく;;onyomi;;6
k_要;kanji;要;need;;よう;い, かなめ;onyomi;;9
k_向;kanji;向;yonder, facing;;こう;む.き;onyomi;;6
k_紀;kanji;紀;account, narrative;;き;None;onyomi;;15
k_留;kanji;留;detain;;る, りゅう;と;onyomi;;16
k_昔;kanji;昔;long ago, long time ago;;;むかし;kunyomi;;11
k_伝;kanji;伝;transmit, tell;;でん;つた, つて;kunyomi;;11
k_先;kanji;先;previous, ahead, past, former;;せん;さき, まず;onyomi;;4
k_祭;kanji;祭;festival;;さい;まつり, まつ;kunyomi;;12
k_中;kanji;中;middle, in, inside, center;;ちゅう;なか;onyomi;;2
k_病;kanji;病;sick, sickness, ill, illness;;びょう;や, やまい;onyomi;;10
k_省;kanji;省;conserve;;しょう, せい;はぶ.く;onyomi;;21
k_浅;kanji;浅;shallow;;せん;あさ;kunyomi;;15
k_冬;kanji;冬;winter;;とう;ふゆ;kunyomi;;3
k_言;kanji;言;say;;げん, ごん;い.う, こと;onyomi;;5
k_芸;kanji;芸;acting, art;;げい;None;onyomi;;14
k_告;kanji;告;announce;;こく;つ.げる;onyomi;;18
k_首;kanji;首;neck;;しゅ;くび;kunyomi;;6
k_条;kanji;条;clause;;じょう;None;onyomi;;21
k_姿;kanji;姿;figure, shape, form;;し;すがた;onyomi;;22
k_禁;kanji;禁;prohibition;;きん;;onyomi;;18
k_港;kanji;港;harbor, harbour, port;;こう;みなと;onyomi;;12
k_罰;kanji;罰;penalty, punishment;;ばつ;ばっ;onyomi;;22
k_願;kanji;願;request;;がん;ねが, ねがい;onyomi;;13
k_終;kanji;終;end, finish;;しゅう;おわ.り, お;onyomi;;10
k_野;kanji;野;field;;や;の;onyomi;;12
k_費;kanji;費;expense, cost;;ひ;つい.やす;onyomi;;22
k_備;kanji;備;provide, equip;;び;そな.える;onyomi;;23
k_宿;kanji;宿;lodge;;しゅく;やど;onyomi;;13
k_戦;kanji;戦;war, battle;;せん;たたか.*;onyomi;;11
k_示;kanji;示;indicate, show;;じ, し;しめ.す;onyomi;;22
k_試;kanji;試;try, attempt;;し;こころ.みる, ため;onyomi;;18
k_昆;kanji;昆;descendants;;こん;None;onyomi;;19
k_派;kanji;派;sect;;は;None;onyomi;;21
k_許;kanji;許;permit, allow;;きょ;ゆる.す;onyomi;;18
k_本;kanji;本;book, origin, real, main;;ほん;もと;onyomi;;2
k_層;kanji;層;layer;;そう;None;onyomi;;24
k_春;kanji;春;spring;;しゅん;はる;kunyomi;;15
k_放;kanji;放;release;;ほう;はな, ほう.る;onyomi;;11
k_冷;kanji;冷;cool, cold;;れい;つめ.たい, ひ, さ;onyomi;;28
k_々;kanji;々;repeater, repetition, reduplication, iteration mark;;のま;のま;kunyomi;;2
k_響;kanji;響;echo, reverberation, resound;;きょう;ひび.く;onyomi;;25
k_化;kanji;化;change;;か;ば.ける, ば.かす;onyomi;;6
k_夫;kanji;夫;husband;;ふう, ふ;おっと;onyomi;;15
k_茶;kanji;茶;tea;;ちゃ, さ;;onyomi;;6
k_日;kanji;日;sun, day;;にち, じつ;ひ, か, び;onyomi;;2
k_漏;kanji;漏;leak;;ろう;も.らす, も.る;onyomi;;30
k_歯;kanji;歯;tooth, teeth;;し;は;kunyomi;;12
k_止;kanji;止;stop;;し;と.まる, や.む;onyomi;;3
k_読;kanji;読;read;;とう, どく;よ;kunyomi;;10
k_題;kanji;題;topic;;だい;;onyomi;;13
k_郎;kanji;郎;guy;;ろう;None;onyomi;;27
k_廊;kanji;廊;corridor;;ろう;None;onyomi;;31
k_風;kanji;風;wind, style;;ふう;かぜ;onyomi;;7
k_計;kanji;計;measure, measurement;;けい;はか.る;onyomi;;15
k_記;kanji;記;write down, record;;き;しる.す;onyomi;;7
k_光;kanji;光;sunlight, light;;こう;ひかり, ひか.る;onyomi;;5
k_曲;kanji;曲;music, bend;;きょく;ま.げる, ま.がる;onyomi;;6
k_百;kanji;百;hundred;;ひゃく;もも;onyomi;;4
k_羽;kanji;羽;feather, feathers, wing, wings;;う;はね, は;kunyomi;;5
k_位;kanji;位;rank;;い;くらい;onyomi;;11
k_落;kanji;落;fall;;らく;お.ちる, お.とす;onyomi;;10
k_助;kanji;助;help;;じょ;たす, すけ;onyomi;;8
k_夢;kanji;夢;dream;;む;ゆめ;onyomi;;20
k_査;kanji;査;inspect, investigate, inspection, investigation;;さ;None;onyomi;;21
k_駅;kanji;駅;station, train station;;えき;;onyomi;;13
k_震;kanji;震;earthquake, quake, shake;;しん;ふる.える;onyomi;;20
k_血;kanji;血;blood;;けつ;ち;onyomi;;6
k_説;kanji;説;theory;;せつ;と.く;onyomi;;17
k_洋;kanji;洋;western style, ocean;;よう;;onyomi;;11
k_共;kanji;共;together;;きょう;とも;onyomi;;11
k_世;kanji;世;generation, world, society;;せ, せい;よ;onyomi;;4
k_箱;kanji;箱;box;;None;はこ;kunyomi;;16
k_登;kanji;登;climb;;とう, と;のぼ.る;onyomi;;12
k_印;kanji;印;seal, mark;;いん;しるし;onyomi;;26
k_産;kanji;産;give birth, birth;;さん;う.む;onyomi;;20
k_去;kanji;去;past;;きょ, こ;さ.る;onyomi;;4
k_定;kanji;定;determine;;てい, じょう;さだ;onyomi;;9
k_脱;kanji;脱;undress;;だつ;ぬ.ぐ;onyomi;;22
k_減;kanji;減;decrease;;げん;へ.る;onyomi;;19
k_乗;kanji;乗;ride;;じょう;の;kunyomi;;9
k_乳;kanji;乳;milk;;にゅう;ちち;onyomi;;23
k_浮;kanji;浮;float;;ふ;う, うわ;kunyomi;;30
k_人;kanji;人;person;;にん, じん;ひと, と;onyomi;;1
k_入;kanji;入;enter;;にゅう;はい.る, い.れる;onyomi;;1
k_休;kanji;休;rest;;きゅう;やす.み;onyomi;;4
k_体;kanji;体;body;;たい;からだ;onyomi;;5
k_墓;kanji;墓;grave;;ぼ;はか;onyomi;;31
k_会;kanji;会;meet;;かい;あ.う;onyomi;;5
k_合;kanji;合;suit, fit, join;;ごう, がっ;あ, あい;kunyomi;;8
k_低;kanji;低;low;;てい;ひく.い;onyomi;;11
k_紙;kanji;紙;paper;;し;かみ;kunyomi;;7
k_底;kanji;底;bottom;;てい;そこ;kunyomi;;17
k_住;kanji;住;dwelling, reside, dwell;;じゅう;す.む;onyomi;;8
k_昨;kanji;昨;previous, yesterday;;さく;None;onyomi;;15
k_作;kanji;作;make;;さく, さ;つく.る;onyomi;;5
k_注;kanji;注;pour;;ちゅう;そそ.ぐ, さ.す, つ.ぐ;onyomi;;11
k_往;kanji;往;depart;;おう;None;onyomi;;26
k_区;kanji;区;district, ward;;く;None;onyomi;;15
k_千;kanji;千;thousand;;せん;ち;onyomi;;2
k_件;kanji;件;matter, affair;;けん;None;onyomi;;21
k_牛;kanji;牛;cow;;ぎゅう;うし;onyomi;;3
k_借;kanji;借;borrow;;しゃく;か.りる;onyomi;;18
k_供;kanji;供;servant, companion;;きょう;とも, そな.える;onyomi;;24
k_時;kanji;時;time, o'clock, hour;;じ;とき;onyomi;;7
k_更;kanji;更;again;;こう;さら, ふ;onyomi;;30
k_使;kanji;使;use;;し;つか.う;onyomi;;9
k_側;kanji;側;side;;そく;がわ, そば;kunyomi;;17
k_返;kanji;返;return;;へん;かえ.る, かえ.す;onyomi;;9
k_便;kanji;便;convenience, convenient;;べん, びん;たよ.*;onyomi;;11
k_棒;kanji;棒;pole, rod, wooden pole;;ぼう;ぼう;onyomi;;31
k_倍;kanji;倍;double, times, multiply;;ばい;;onyomi;;12
k_卒;kanji;卒;graduate;;そつ;None;onyomi;;14
k_率;kanji;率;percent, percentage;;りつ, そつ;ひき.いる;onyomi;;20
k_傘;kanji;傘;umbrella;;さん;かさ;kunyomi;;28
k_企;kanji;企;plan;;き;くわだ.てる;onyomi;;21
k_全;kanji;全;all, whole;;ぜん;すべ.て, まった.く;onyomi;;6
k_冒;kanji;冒;dare;;ぼう;おか.す;onyomi;;16
k_列;kanji;列;row;;れつ, れ;None;onyomi;;15
k_例;kanji;例;example;;れい;たと;onyomi;;14
k_刺;kanji;刺;stab;;し;さ.*;onyomi;;26
k_制;kanji;制;control;;せい;;onyomi;;21
k_則;kanji;則;rule;;そく;のっと.る;onyomi;;23
k_勇;kanji;勇;courage, bravery, valor, valour;;ゆう;いさ;onyomi;;15
k_九;kanji;九;nine;;く, きゅう;ここの.*;onyomi;;1
k_丸;kanji;丸;circle, circular, round;;がん;まる;kunyomi;;2
k_男;kanji;男;man;;だん;おとこ;onyomi;;4
k_午;kanji;午;noon;;ご;;onyomi;;3
k_平;kanji;平;flat, peace;;へい, ひょう, びょう;たいら, ひら;onyomi;;4
k_判;kanji;判;judge;;はん;None;onyomi;;21
k_他;kanji;他;other;;た;ほか;onyomi;;4
k_半;kanji;半;half;;はん;なか.ば;onyomi;;3
k_博;kanji;博;exhibition, gambling;;はく, ばく;None;onyomi;;28
k_泉;kanji;泉;spring, fountain;;せん;いずみ;onyomi;;12
k_原;kanji;原;original, fundamental, plain, field;;げん;はら;onyomi;;17
k_級;kanji;級;rank, grade, level;;きゅう;;onyomi;;11
k_第;kanji;第;ordinal number prefix, ordinal prefix, number;;だい;;onyomi;;12
k_弓;kanji;弓;bow;;きゅう;ゆみ;onyomi;;18
k_吸;kanji;吸;suck, inhale;;きゅう;す.う;onyomi;;22
k_友;kanji;友;friend;;ゆう;とも;onyomi;;3
k_反;kanji;反;anti;;はん;;onyomi;;8
k_取;kanji;取;take;;しゅ;と;kunyomi;;16
k_句;kanji;句;paragraph;;く;None;onyomi;;18
k_改;kanji;改;renew;;かい;あらた.*;onyomi;;19
k_敗;kanji;敗;failure, fail;;はい;やぶ.れる;onyomi;;17
k_崎;kanji;崎;cape;;き;さき;kunyomi;;23
k_師;kanji;師;teacher, expert, master;;し;None;onyomi;;23
k_左;kanji;左;left;;さ;ひだり;kunyomi;;2
k_同;kanji;同;same;;どう;おな.じ;onyomi;;5
k_右;kanji;右;right;;う, ゆう;みぎ;kunyomi;;2
k_石;kanji;石;stone;;せき;いし;kunyomi;;2
k_度;kanji;度;degrees, occurrence;;ど, たく;たび;onyomi;;9
k_司;kanji;司;director;;し;つかさど.る;onyomi;;15
k_詞;kanji;詞;part of speech, speech particle, particle of speech, grammar particle;;し;None;onyomi;;19
k_可;kanji;可;possible;;か;None;onyomi;;18
k_客;kanji;客;guest;;きゃく;;onyomi;;9
k_格;kanji;格;status;;かく;None;onyomi;;14
k_名;kanji;名;name, famous;;めい, みょう;な;onyomi;;4
k_各;kanji;各;each;;かく;おの;onyomi;;22
k_県;kanji;県;prefecture;;けん;;onyomi;;9
k_命;kanji;命;fate;;めい, みょう;いのち;onyomi;;11
k_席;kanji;席;seat;;せき;None;onyomi;;17
k_知;kanji;知;know;;ち;し.る;onyomi;;6
k_和;kanji;和;peace, japanese style;;わ, お;なご, やわ;onyomi;;9
k_善;kanji;善;morally good, good;;ぜん;ぜん;onyomi;;19
k_普;kanji;普;normal;;ふ;None;onyomi;;31
k_因;kanji;因;cause;;いん;よ;onyomi;;17
k_士;kanji;士;samurai;;し;さむらい;onyomi;;13
k_土;kanji;土;soil, earth, ground, dirt;;ど, と;つち;onyomi;;2
k_池;kanji;池;pond;;ち;いけ;kunyomi;;5
